AveragePrice,Date,Region,Type,Year
1.43,01/31,NewOrleansMobile,organic,2016
1.34,01/24,NewOrleansMobile,organic,2016
1.48,01/17,NewOrleansMobile,organic,2016
1.52,01/10,NewOrleansMobile,organic,2016
1.52,01/03,NewOrleansMobile,organic,2016
2.17,25/12,NewYork,organic,2016
1.99,18/12,NewYork,organic,2016
2.22,11/12,NewYork,organic,2016
2.04,04/12,NewYork,organic,2016
2.38,27/11,NewYork,organic,2016
2.04,20/11,NewYork,organic,2016
2.65,13/11,NewYork,organic,2016
2.46,06/11,NewYork,organic,2016
2.25,30/10,NewYork,organic,2016
2.1,23/10,NewYork,organic,2016
2.33,16/10,NewYork,organic,2016
2.3,09/10,NewYork,organic,2016
2.41,02/10,NewYork,organic,2016
2.34,25/09,NewYork,organic,2016
2.36,18/09,NewYork,organic,2016
2.06,11/09,NewYork,organic,2016
2.15,04/09,NewYork,organic,2016
2.32,28/08,NewYork,organic,2016
2.16,21/08,NewYork,organic,2016
2.27,14/08,NewYork,organic,2016
2.37,07/08,NewYork,organic,2016
2.41,31/07,NewYork,organic,2016
2.32,24/07,NewYork,organic,2016
2.4,17/07,NewYork,organic,2016
2.33,10/07,NewYork,organic,2016
2.28,03/07,NewYork,organic,2016
2.23,26/06,NewYork,organic,2016
2.26,19/06,NewYork,organic,2016
1.94,12/06,NewYork,organic,2016
2.15,05/06,NewYork,organic,2016
2.15,29/05,NewYork,organic,2016
2.01,22/05,NewYork,organic,2016
2.02,15/05,NewYork,organic,2016
2.0,08/05,NewYork,organic,2016
2.16,01/05,NewYork,organic,2016
2.11,24/04,NewYork,organic,2016
1.98,17/04,NewYork,organic,2016
2.2,10/04,NewYork,organic,2016
2.08,03/04,NewYork,organic,2016
2.12,27/03,NewYork,organic,2016
1.92,20/03,NewYork,organic,2016
1.96,13/03,NewYork,organic,2016
1.86,06/03,NewYork,organic,2016
1.96,28/02,NewYork,organic,2016
1.9,21/02,NewYork,organic,2016
2.11,14/02,NewYork,organic,2016
1.95,07/02,NewYork,organic,2016
1.83,31/01,NewYork,organic,2016
2.09,24/01,NewYork,organic,2016
1.93,17/01,NewYork,organic,2016
1.54,10/01,NewYork,organic,2016
1.61,03/01,NewYork,organic,2016
2.0,12/25,Northeast,organic,2016
1.94,12/18,Northeast,organic,2016
2.01,12/11,Northeast,organic,2016
2.0,12/04,Northeast,organic,2016
2.13,11/27,Northeast,organic,2016
1.93,11/20,Northeast,organic,2016
2.13,11/13,Northeast,organic,2016
2.07,11/06,Northeast,organic,2016
1.96,10/30,Northeast,organic,2016
1.7,10/23,Northeast,organic,2016
1.86,10/16,Northeast,organic,2016
1.91,10/09,Northeast,organic,2016
1.99,10/02,Northeast,organic,2016
1.96,09/25,Northeast,organic,2016
2.04,09/18,Northeast,organic,2016
1.95,09/11,Northeast,organic,2016
1.92,09/04,Northeast,organic,2016
1.84,08/28,Northeast,organic,2016
1.75,08/21,Northeast,organic,2016
1.85,08/14,Northeast,organic,2016
1.88,08/07,Northeast,organic,2016
1.87,07/31,Northeast,organic,2016
1.89,07/24,Northeast,organic,2016
2.07,07/17,Northeast,organic,2016
1.99,07/10,Northeast,organic,2016
1.86,07/03,Northeast,organic,2016
1.91,06/26,Northeast,organic,2016
1.9,06/19,Northeast,organic,2016
1.71,06/12,Northeast,organic,2016
1.79,06/05,Northeast,organic,2016
1.87,05/29,Northeast,organic,2016
1.81,05/22,Northeast,organic,2016
1.79,05/15,Northeast,organic,2016
1.78,05/08,Northeast,organic,2016
1.94,05/01,Northeast,organic,2016
1.9,04/24,Northeast,organic,2016
1.84,04/17,Northeast,organic,2016
1.88,04/10,Northeast,organic,2016
1.88,04/03,Northeast,organic,2016
1.85,03/27,Northeast,organic,2016
1.75,03/20,Northeast,organic,2016
1.75,03/13,Northeast,organic,2016
1.79,03/06,Northeast,organic,2016
1.8,02/28,Northeast,organic,2016
1.77,02/21,Northeast,organic,2016
1.95,02/14,Northeast,organic,2016
1.9,02/07,Northeast,organic,2016
1.73,01/31,Northeast,organic,2016
1.82,01/24,Northeast,organic,2016
1.67,01/17,Northeast,organic,2016
1.52,01/10,Northeast,organic,2016
1.54,01/03,Northeast,organic,2016
1.9,12/25,NorthernNewEngland,organic,2016
1.95,12/18,NorthernNewEngland,organic,2016
1.85,12/11,NorthernNewEngland,organic,2016
1.96,12/04,NorthernNewEngland,organic,2016
1.84,11/27,NorthernNewEngland,organic,2016
1.81,11/20,NorthernNewEngland,organic,2016
1.79,11/13,NorthernNewEngland,organic,2016
1.84,11/06,NorthernNewEngland,organic,2016
1.65,10/30,NorthernNewEngland,organic,2016
1.75,10/23,NorthernNewEngland,organic,2016
1.49,10/16,NorthernNewEngland,organic,2016
1.56,10/09,NorthernNewEngland,organic,2016
1.58,10/02,NorthernNewEngland,organic,2016
1.51,09/25,NorthernNewEngland,organic,2016
1.66,09/18,NorthernNewEngland,organic,2016
1.65,09/11,NorthernNewEngland,organic,2016
1.58,09/04,NorthernNewEngland,organic,2016
1.51,08/28,NorthernNewEngland,organic,2016
1.43,08/21,NorthernNewEngland,organic,2016
1.4,08/14,NorthernNewEngland,organic,2016
1.28,08/07,NorthernNewEngland,organic,2016
1.1,07/31,NorthernNewEngland,organic,2016
1.13,07/24,NorthernNewEngland,organic,2016
1.47,07/17,NorthernNewEngland,organic,2016
1.45,07/10,NorthernNewEngland,organic,2016
1.33,07/03,NorthernNewEngland,organic,2016
1.46,06/26,NorthernNewEngland,organic,2016
1.42,06/19,NorthernNewEngland,organic,2016
0.99,06/12,NorthernNewEngland,organic,2016
1.04,06/05,NorthernNewEngland,organic,2016
1.19,05/29,NorthernNewEngland,organic,2016
1.26,05/22,NorthernNewEngland,organic,2016
1.22,05/15,NorthernNewEngland,organic,2016
1.63,05/08,NorthernNewEngland,organic,2016
1.62,05/01,NorthernNewEngland,organic,2016
1.69,04/24,NorthernNewEngland,organic,2016
1.6,04/17,NorthernNewEngland,organic,2016
1.5,04/10,NorthernNewEngland,organic,2016
1.61,04/03,NorthernNewEngland,organic,2016
1.61,03/27,NorthernNewEngland,organic,2016
1.67,03/20,NorthernNewEngland,organic,2016
1.63,03/13,NorthernNewEngland,organic,2016
1.68,03/06,NorthernNewEngland,organic,2016
1.64,02/28,NorthernNewEngland,organic,2016
1.64,02/21,NorthernNewEngland,organic,2016
1.66,02/14,NorthernNewEngland,organic,2016
1.67,02/07,NorthernNewEngland,organic,2016
1.65,01/31,NorthernNewEngland,organic,2016
1.67,01/24,NorthernNewEngland,organic,2016
1.55,01/17,NorthernNewEngland,organic,2016
1.66,01/10,NorthernNewEngland,organic,2016
1.63,01/03,NorthernNewEngland,organic,2016
1.27,12/25,Orlando,organic,2016
1.26,12/18,Orlando,organic,2016
1.4,12/11,Orlando,organic,2016
1.46,12/04,Orlando,organic,2016
1.47,11/27,Orlando,organic,2016
1.53,11/20,Orlando,organic,2016
1.53,11/13,Orlando,organic,2016
1.56,11/06,Orlando,organic,2016
1.56,10/30,Orlando,organic,2016
1.5,10/23,Orlando,organic,2016
1.44,10/16,Orlando,organic,2016
2.0,10/09,Orlando,organic,2016
2.3,10/02,Orlando,organic,2016
2.03,09/25,Orlando,organic,2016
1.4,09/18,Orlando,organic,2016
1.47,09/11,Orlando,organic,2016
1.85,09/04,Orlando,organic,2016
1.8,08/28,Orlando,organic,2016
1.85,08/21,Orlando,organic,2016
1.88,08/14,Orlando,organic,2016
1.9,08/07,Orlando,organic,2016
1.84,07/31,Orlando,organic,2016
1.81,07/24,Orlando,organic,2016
1.9,07/17,Orlando,organic,2016
1.53,07/10,Orlando,organic,2016
1.32,07/03,Orlando,organic,2016
1.64,06/26,Orlando,organic,2016
1.51,06/19,Orlando,organic,2016
1.58,06/12,Orlando,organic,2016
1.51,06/05,Orlando,organic,2016
1.47,05/29,Orlando,organic,2016
1.59,05/22,Orlando,organic,2016
1.64,05/15,Orlando,organic,2016
1.68,05/08,Orlando,organic,2016
1.6,05/01,Orlando,organic,2016
1.61,04/24,Orlando,organic,2016
1.64,04/17,Orlando,organic,2016
1.51,04/10,Orlando,organic,2016
1.56,04/03,Orlando,organic,2016
1.6,03/27,Orlando,organic,2016
1.57,03/20,Orlando,organic,2016
1.52,03/13,Orlando,organic,2016
1.74,03/06,Orlando,organic,2016
1.78,02/28,Orlando,organic,2016
1.67,02/21,Orlando,organic,2016
1.69,02/14,Orlando,organic,2016
1.7,02/07,Orlando,organic,2016
1.76,01/31,Orlando,organic,2016
1.59,01/24,Orlando,organic,2016
1.77,01/17,Orlando,organic,2016
1.75,01/10,Orlando,organic,2016
1.33,01/03,Orlando,organic,2016
1.9,12/25,Philadelphia,organic,2016
1.87,12/18,Philadelphia,organic,2016
2.04,12/11,Philadelphia,organic,2016
2.01,12/04,Philadelphia,organic,2016
2.18,11/27,Philadelphia,organic,2016
1.9,11/20,Philadelphia,organic,2016
2.45,11/13,Philadelphia,organic,2016
2.32,11/06,Philadelphia,organic,2016
2.39,10/30,Philadelphia,organic,2016
2.06,10/23,Philadelphia,organic,2016
2.26,10/16,Philadelphia,organic,2016
2.17,10/09,Philadelphia,organic,2016
2.23,10/02,Philadelphia,organic,2016
2.24,09/25,Philadelphia,organic,2016
2.18,09/18,Philadelphia,organic,2016
2.08,09/11,Philadelphia,organic,2016
2.04,09/04,Philadelphia,organic,2016
2.06,08/28,Philadelphia,organic,2016
1.87,08/21,Philadelphia,organic,2016
2.06,08/14,Philadelphia,organic,2016
2.04,08/07,Philadelphia,organic,2016
2.2,07/31,Philadelphia,organic,2016
2.07,07/24,Philadelphia,organic,2016
2.16,07/17,Philadelphia,organic,2016
2.15,07/10,Philadelphia,organic,2016
2.16,07/03,Philadelphia,organic,2016
2.16,06/26,Philadelphia,organic,2016
2.19,06/19,Philadelphia,organic,2016
1.85,06/12,Philadelphia,organic,2016
1.91,06/05,Philadelphia,organic,2016
2.07,05/29,Philadelphia,organic,2016
1.97,05/22,Philadelphia,organic,2016
1.98,05/15,Philadelphia,organic,2016
1.86,05/08,Philadelphia,organic,2016
1.87,05/01,Philadelphia,organic,2016
1.9,04/24,Philadelphia,organic,2016
1.89,04/17,Philadelphia,organic,2016
1.95,04/10,Philadelphia,organic,2016
1.81,04/03,Philadelphia,organic,2016
1.95,03/27,Philadelphia,organic,2016
1.75,03/20,Philadelphia,organic,2016
1.59,03/13,Philadelphia,organic,2016
1.53,03/06,Philadelphia,organic,2016
1.62,02/28,Philadelphia,organic,2016
1.79,02/21,Philadelphia,organic,2016
2.07,02/14,Philadelphia,organic,2016
1.86,02/07,Philadelphia,organic,2016
1.53,01/31,Philadelphia,organic,2016
1.81,01/24,Philadelphia,organic,2016
1.68,01/17,Philadelphia,organic,2016
1.37,01/10,Philadelphia,organic,2016
1.53,01/03,Philadelphia,organic,2016
1.85,12/25,PhoenixTucson,organic,2016
1.83,12/18,PhoenixTucson,organic,2016
1.83,12/11,PhoenixTucson,organic,2016
1.96,12/04,PhoenixTucson,organic,2016
2.01,11/27,PhoenixTucson,organic,2016
2.01,11/20,PhoenixTucson,organic,2016
1.86,11/13,PhoenixTucson,organic,2016
2.35,11/06,PhoenixTucson,organic,2016
2.62,10/30,PhoenixTucson,organic,2016
2.22,10/23,PhoenixTucson,organic,2016
2.04,10/16,PhoenixTucson,organic,2016
2.4,10/09,PhoenixTucson,organic,2016
2.62,10/02,PhoenixTucson,organic,2016
2.47,09/25,PhoenixTucson,organic,2016
2.13,09/18,PhoenixTucson,organic,2016
2.16,09/11,PhoenixTucson,organic,2016
2.15,09/04,PhoenixTucson,organic,2016
2.18,08/28,PhoenixTucson,organic,2016
2.08,08/21,PhoenixTucson,organic,2016
2.13,08/14,PhoenixTucson,organic,2016
,08/07,PhoenixTucson,organic,2016
2.19,07/31,PhoenixTucson,organic,2016
2.08,07/24,PhoenixTucson,organic,2016
1.77,07/17,PhoenixTucson,organic,2016
1.82,07/10,PhoenixTucson,organic,2016
1.65,07/03,PhoenixTucson,organic,2016
1.66,06/26,PhoenixTucson,organic,2016
1.69,06/19,PhoenixTucson,organic,2016
1.51,06/12,PhoenixTucson,organic,2016
1.52,06/05,PhoenixTucson,organic,2016
1.47,05/29,PhoenixTucson,organic,2016
1.52,05/22,PhoenixTucson,organic,2016
1.37,05/15,PhoenixTucson,organic,2016
1.41,05/08,PhoenixTucson,organic,2016
1.3,05/01,PhoenixTucson,organic,2016
1.39,04/24,PhoenixTucson,organic,2016
1.53,04/17,PhoenixTucson,organic,2016
1.38,04/10,PhoenixTucson,organic,2016
1.25,04/03,PhoenixTucson,organic,2016
1.54,03/27,PhoenixTucson,organic,2016
1.57,03/20,PhoenixTucson,organic,2016
1.47,03/13,PhoenixTucson,organic,2016
1.48,03/06,PhoenixTucson,organic,2016
1.52,02/28,PhoenixTucson,organic,2016
1.63,02/21,PhoenixTucson,organic,2016
1.34,02/14,PhoenixTucson,organic,2016
1.6,02/07,PhoenixTucson,organic,2016
1.53,01/31,PhoenixTucson,organic,2016
1.61,01/24,PhoenixTucson,organic,2016
1.46,01/17,PhoenixTucson,organic,2016
1.35,01/10,PhoenixTucson,organic,2016
1.61,01/03,PhoenixTucson,organic,2016
1.48,12/25,Pittsburgh,organic,2016
1.48,12/18,Pittsburgh,organic,2016
1.52,12/11,Pittsburgh,organic,2016
1.53,12/04,Pittsburgh,organic,2016
1.53,11/27,Pittsburgh,organic,2016
1.53,11/20,Pittsburgh,organic,2016
1.53,11/13,Pittsburgh,organic,2016
1.53,11/06,Pittsburgh,organic,2016
1.54,10/30,Pittsburgh,organic,2016
1.52,10/23,Pittsburgh,organic,2016
1.53,10/16,Pittsburgh,organic,2016
1.51,10/09,Pittsburgh,organic,2016
1.53,10/02,Pittsburgh,organic,2016
1.53,09/25,Pittsburgh,organic,2016
1.51,09/18,Pittsburgh,organic,2016
1.49,09/11,Pittsburgh,organic,2016
1.53,09/04,Pittsburgh,organic,2016
1.52,08/28,Pittsburgh,organic,2016
1.54,08/21,Pittsburgh,organic,2016
1.54,08/14,Pittsburgh,organic,2016
1.54,08/07,Pittsburgh,organic,2016
1.49,07/31,Pittsburgh,organic,2016
1.46,07/24,Pittsburgh,organic,2016
1.44,07/17,Pittsburgh,organic,2016
1.49,07/10,Pittsburgh,organic,2016
1.47,07/03,Pittsburgh,organic,2016
1.48,06/26,Pittsburgh,organic,2016
1.43,06/19,Pittsburgh,organic,2016
1.47,06/12,Pittsburgh,organic,2016
1.49,06/05,Pittsburgh,organic,2016
1.49,05/29,Pittsburgh,organic,2016
1.42,05/22,Pittsburgh,organic,2016
1.41,05/15,Pittsburgh,organic,2016
1.31,05/08,Pittsburgh,organic,2016
1.42,05/01,Pittsburgh,organic,2016
1.48,04/24,Pittsburgh,organic,2016
1.48,04/17,Pittsburgh,organic,2016
1.35,04/10,Pittsburgh,organic,2016
1.43,04/03,Pittsburgh,organic,2016
1.18,03/27,Pittsburgh,organic,2016
1.2,03/20,Pittsburgh,organic,2016
1.15,03/13,Pittsburgh,organic,2016
1.37,03/06,Pittsburgh,organic,2016
1.54,02/28,Pittsburgh,organic,2016
1.33,02/21,Pittsburgh,organic,2016
1.38,02/14,Pittsburgh,organic,2016
1.45,02/07,Pittsburgh,organic,2016
1.3,01/31,Pittsburgh,organic,2016
1.16,01/24,Pittsburgh,organic,2016
1.45,01/17,Pittsburgh,organic,2016
1.4,01/10,Pittsburgh,organic,2016
1.44,01/03,Pittsburgh,organic,2016
1.55,12/25,Plains,organic,2016
1.6,12/18,Plains,organic,2016
1.71,12/11,Plains,organic,2016
1.7,12/04,Plains,organic,2016
1.69,11/27,Plains,organic,2016
1.63,11/20,Plains,organic,2016
1.74,11/13,Plains,organic,2016
1.76,11/06,Plains,organic,2016
1.8,10/30,Plains,organic,2016
1.55,10/23,Plains,organic,2016
1.67,10/16,Plains,organic,2016
1.55,10/09,Plains,organic,2016
1.76,10/02,Plains,organic,2016
1.87,09/25,Plains,organic,2016
1.78,09/18,Plains,organic,2016
1.86,09/11,Plains,organic,2016
1.76,09/04,Plains,organic,2016
1.67,08/28,Plains,organic,2016
1.8,08/21,Plains,organic,2016
1.82,08/14,Plains,organic,2016
1.81,08/07,Plains,organic,2016
1.72,07/31,Plains,organic,2016
1.63,07/24,Plains,organic,2016
1.76,07/17,Plains,organic,2016
1.7,07/10,Plains,organic,2016
1.63,07/03,Plains,organic,2016
1.63,06/26,Plains,organic,2016
1.63,06/19,Plains,organic,2016
1.63,06/12,Plains,organic,2016
1.68,06/05,Plains,organic,2016
1.76,05/29,Plains,organic,2016
1.63,05/22,Plains,organic,2016
1.65,05/15,Plains,organic,2016
1.58,05/08,Plains,organic,2016
1.59,05/01,Plains,organic,2016
1.29,04/24,Plains,organic,2016
1.57,04/17,Plains,organic,2016
1.36,04/10,Plains,organic,2016
1.45,04/03,Plains,organic,2016
1.45,03/27,Plains,organic,2016
1.44,03/20,Plains,organic,2016
1.54,03/13,Plains,organic,2016
1.76,03/06,Plains,organic,2016
1.39,02/28,Plains,organic,2016
1.34,02/21,Plains,organic,2016
1.68,02/14,Plains,organic,2016
1.57,02/07,Plains,organic,2016
1.55,01/31,Plains,organic,2016
1.33,01/24,Plains,organic,2016
1.47,01/17,Plains,organic,2016
1.63,01/10,Plains,organic,2016
1.5,01/03,Plains,organic,2016
0.68,12/25,Portland,organic,2016
0.99,12/18,Portland,organic,2016
1.45,12/11,Portland,organic,2016
1.46,12/04,Portland,organic,2016
1.39,11/27,Portland,organic,2016
1.41,11/20,Portland,organic,2016
2.16,11/13,Portland,organic,2016
1.79,11/06,Portland,organic,2016
2.55,10/30,Portland,organic,2016
2.1,10/23,Portland,organic,2016
1.4,10/16,Portland,organic,2016
1.39,10/09,Portland,organic,2016
1.21,10/02,Portland,organic,2016
1.57,09/25,Portland,organic,2016
1.46,09/18,Portland,organic,2016
1.22,09/11,Portland,organic,2016
1.34,09/04,Portland,organic,2016
2.06,08/28,Portland,organic,2016
1.67,08/21,Portland,organic,2016
1.74,08/14,Portland,organic,2016
1.58,08/07,Portland,organic,2016
1.64,07/31,Portland,organic,2016
2.25,07/24,Portland,organic,2016
1.86,07/17,Portland,organic,2016
1.66,07/10,Portland,organic,2016
1.33,07/03,Portland,organic,2016
1.42,06/26,Portland,organic,2016
1.23,06/19,Portland,organic,2016
1.67,06/12,Portland,organic,2016
1.66,06/05,Portland,organic,2016
1.44,05/29,Portland,organic,2016
1.22,05/22,Portland,organic,2016
1.61,05/15,Portland,organic,2016
1.19,05/08,Portland,organic,2016
1.03,05/01,Portland,organic,2016
1.39,04/24,Portland,organic,2016
1.64,04/17,Portland,organic,2016
0.96,04/10,Portland,organic,2016
1.3,04/03,Portland,organic,2016
1.33,03/27,Portland,organic,2016
0.87,03/20,Portland,organic,2016
1.13,03/13,Portland,organic,2016
1.29,03/06,Portland,organic,2016
1.89,02/28,Portland,organic,2016
1.76,02/21,Portland,organic,2016
0.9,02/14,Portland,organic,2016
1.12,02/07,Portland,organic,2016
1.35,01/31,Portland,organic,2016
1.6,01/24,Portland,organic,2016
1.22,01/17,Portland,organic,2016
1.25,01/10,Portland,organic,2016
1.44,01/03,Portland,organic,2016
1.6,12/25,RaleighGreensboro,organic,2016
1.6,12/18,RaleighGreensboro,organic,2016
1.63,12/11,RaleighGreensboro,organic,2016
2.01,12/04,RaleighGreensboro,organic,2016
2.01,11/27,RaleighGreensboro,organic,2016
1.87,11/20,RaleighGreensboro,organic,2016
1.85,11/13,RaleighGreensboro,organic,2016
1.85,11/06,RaleighGreensboro,organic,2016
1.83,10/30,RaleighGreensboro,organic,2016
1.69,10/23,RaleighGreensboro,organic,2016
1.69,10/16,RaleighGreensboro,organic,2016
1.65,10/09,RaleighGreensboro,organic,2016
1.87,10/02,RaleighGreensboro,organic,2016
1.81,09/25,RaleighGreensboro,organic,2016
1.85,09/18,RaleighGreensboro,organic,2016
1.77,09/11,RaleighGreensboro,organic,2016
1.83,09/04,RaleighGreensboro,organic,2016
1.79,08/28,RaleighGreensboro,organic,2016
1.83,08/21,RaleighGreensboro,organic,2016
1.84,08/14,RaleighGreensboro,organic,2016
1.65,08/07,RaleighGreensboro,organic,2016
1.68,07/31,RaleighGreensboro,organic,2016
1.72,07/24,RaleighGreensboro,organic,2016
1.76,07/17,RaleighGreensboro,organic,2016
1.87,07/10,RaleighGreensboro,organic,2016
1.88,07/03,RaleighGreensboro,organic,2016
1.72,06/26,RaleighGreensboro,organic,2016
1.78,06/19,RaleighGreensboro,organic,2016
1.7,06/12,RaleighGreensboro,organic,2016
1.58,06/05,RaleighGreensboro,organic,2016
1.8,05/29,RaleighGreensboro,organic,2016
1.33,05/22,RaleighGreensboro,organic,2016
1.66,05/15,RaleighGreensboro,organic,2016
1.65,05/08,RaleighGreensboro,organic,2016
1.59,05/01,RaleighGreensboro,organic,2016
1.61,04/24,RaleighGreensboro,organic,2016
1.49,04/17,RaleighGreensboro,organic,2016
1.33,04/10,RaleighGreensboro,organic,2016
1.73,04/03,RaleighGreensboro,organic,2016
1.43,03/27,RaleighGreensboro,organic,2016
1.42,03/20,RaleighGreensboro,organic,2016
1.54,03/13,RaleighGreensboro,organic,2016
1.79,03/06,RaleighGreensboro,organic,2016
1.71,02/28,RaleighGreensboro,organic,2016
1.76,02/21,RaleighGreensboro,organic,2016
1.59,02/14,RaleighGreensboro,organic,2016
1.54,02/07,RaleighGreensboro,organic,2016
1.56,01/31,RaleighGreensboro,organic,2016
1.59,01/24,RaleighGreensboro,organic,2016
1.66,01/17,RaleighGreensboro,organic,2016
1.59,01/10,RaleighGreensboro,organic,2016
1.68,01/03,RaleighGreensboro,organic,2016
1.66,12/25,RichmondNorfolk,organic,2016
1.61,12/18,RichmondNorfolk,organic,2016
1.58,12/11,RichmondNorfolk,organic,2016
1.3,12/04,RichmondNorfolk,organic,2016
1.27,11/27,RichmondNorfolk,organic,2016
1.1,11/20,RichmondNorfolk,organic,2016
1.61,11/13,RichmondNorfolk,organic,2016
1.16,11/06,RichmondNorfolk,organic,2016
1.76,10/30,RichmondNorfolk,organic,2016
1.16,10/23,RichmondNorfolk,organic,2016
1.39,10/16,RichmondNorfolk,organic,2016
1.25,10/09,RichmondNorfolk,organic,2016
1.79,10/02,RichmondNorfolk,organic,2016
1.54,09/25,RichmondNorfolk,organic,2016
1.52,09/18,RichmondNorfolk,organic,2016
1.24,09/11,RichmondNorfolk,organic,2016
1.29,09/04,RichmondNorfolk,organic,2016
1.32,08/28,RichmondNorfolk,organic,2016
1.56,08/21,RichmondNorfolk,organic,2016
1.43,08/14,RichmondNorfolk,organic,2016
1.33,08/07,RichmondNorfolk,organic,2016
1.39,07/31,RichmondNorfolk,organic,2016
1.44,07/24,RichmondNorfolk,organic,2016
1.5,07/17,RichmondNorfolk,organic,2016
1.41,07/10,RichmondNorfolk,organic,2016
1.44,07/03,RichmondNorfolk,organic,2016
1.19,06/26,RichmondNorfolk,organic,2016
1.2,06/19,RichmondNorfolk,organic,2016
1.16,06/12,RichmondNorfolk,organic,2016
0.95,06/05,RichmondNorfolk,organic,2016
1.05,05/29,RichmondNorfolk,organic,2016
1.03,05/22,RichmondNorfolk,organic,2016
1.37,05/15,RichmondNorfolk,organic,2016
1.36,05/08,RichmondNorfolk,organic,2016
1.37,05/01,RichmondNorfolk,organic,2016
1.41,04/24,RichmondNorfolk,organic,2016
1.19,04/17,RichmondNorfolk,organic,2016
0.93,04/10,RichmondNorfolk,organic,2016
1.35,04/03,RichmondNorfolk,organic,2016
1.14,03/27,RichmondNorfolk,organic,2016
1.0,03/20,RichmondNorfolk,organic,2016
1.23,03/13,RichmondNorfolk,organic,2016
1.54,03/06,RichmondNorfolk,organic,2016
1.41,02/28,RichmondNorfolk,organic,2016
1.48,02/21,RichmondNorfolk,organic,2016
1.29,02/14,RichmondNorfolk,organic,2016
1.34,02/07,RichmondNorfolk,organic,2016
1.35,01/31,RichmondNorfolk,organic,2016
1.45,01/24,RichmondNorfolk,organic,2016
1.4,01/17,RichmondNorfolk,organic,2016
1.35,01/10,RichmondNorfolk,organic,2016
1.45,01/03,RichmondNorfolk,organic,2016
1.68,12/25,Roanoke,organic,2016
1.5,12/18,Roanoke,organic,2016
1.39,12/11,Roanoke,organic,2016
1.16,12/04,Roanoke,organic,2016
1.1,11/27,Roanoke,organic,2016
0.98,11/20,Roanoke,organic,2016
1.17,11/13,Roanoke,organic,2016
0.96,11/06,Roanoke,organic,2016
1.77,10/30,Roanoke,organic,2016
0.97,10/23,Roanoke,organic,2016
1.15,10/16,Roanoke,organic,2016
1.02,10/09,Roanoke,organic,2016
1.69,10/02,Roanoke,organic,2016
1.34,09/25,Roanoke,organic,2016
1.52,09/18,Roanoke,organic,2016
1.08,09/11,Roanoke,organic,2016
1.15,09/04,Roanoke,organic,2016
1.05,08/28,Roanoke,organic,2016
1.41,08/21,Roanoke,organic,2016
1.26,08/14,Roanoke,organic,2016
1.19,08/07,Roanoke,organic,2016
1.2,07/31,Roanoke,organic,2016
1.51,07/24,Roanoke,organic,2016
1.49,07/17,Roanoke,organic,2016
1.33,07/10,Roanoke,organic,2016
1.52,07/03,Roanoke,organic,2016
1.19,06/26,Roanoke,organic,2016
1.18,06/19,Roanoke,organic,2016
1.21,06/12,Roanoke,organic,2016
0.89,06/05,Roanoke,organic,2016
0.96,05/29,Roanoke,organic,2016
0.79,05/22,Roanoke,organic,2016
1.35,05/15,Roanoke,organic,2016
1.36,05/08,Roanoke,organic,2016
1.35,05/01,Roanoke,organic,2016
1.4,04/24,Roanoke,organic,2016
1.06,04/17,Roanoke,organic,2016
0.81,04/10,Roanoke,organic,2016
1.31,04/03,Roanoke,organic,2016
0.99,03/27,Roanoke,organic,2016
0.94,03/20,Roanoke,organic,2016
1.22,03/13,Roanoke,organic,2016
1.55,03/06,Roanoke,organic,2016
1.29,02/28,Roanoke,organic,2016
1.38,02/21,Roanoke,organic,2016
1.21,02/14,Roanoke,organic,2016
1.29,02/07,Roanoke,organic,2016
1.33,01/31,Roanoke,organic,2016
1.55,01/24,Roanoke,organic,2016
1.37,01/17,Roanoke,organic,2016
1.28,01/10,Roanoke,organic,2016
1.24,01/03,Roanoke,organic,2016
2.41,12/25,Sacramento,organic,2016
2.36,12/18,Sacramento,organic,2016
2.46,12/11,Sacramento,organic,2016
2.52,12/04,Sacramento,organic,2016
2.61,11/27,Sacramento,organic,2016
2.54,11/20,Sacramento,organic,2016
2.65,11/13,Sacramento,organic,2016
2.82,11/06,Sacramento,organic,2016
2.44,10/30,Sacramento,organic,2016
2.23,10/23,Sacramento,organic,2016
2.13,10/16,Sacramento,organic,2016
2.39,10/09,Sacramento,organic,2016
2.33,10/02,Sacramento,organic,2016
2.18,09/25,Sacramento,organic,2016
2.17,09/18,Sacramento,organic,2016
2.19,09/11,Sacramento,organic,2016
2.19,09/04,Sacramento,organic,2016
2.23,08/28,Sacramento,organic,2016
2.19,08/21,Sacramento,organic,2016
1.96,08/14,Sacramento,organic,2016
2.2,08/07,Sacramento,organic,2016
2.19,07/31,Sacramento,organic,2016
2.15,07/24,Sacramento,organic,2016
2.14,07/17,Sacramento,organic,2016
2.13,07/10,Sacramento,organic,2016
2.13,07/03,Sacramento,organic,2016
1.79,06/26,Sacramento,organic,2016
2.13,06/19,Sacramento,organic,2016
2.11,06/12,Sacramento,organic,2016
2.08,06/05,Sacramento,organic,2016
1.99,05/29,Sacramento,organic,2016
2.01,05/22,Sacramento,organic,2016
1.72,05/15,Sacramento,organic,2016
1.4,05/08,Sacramento,organic,2016
1.41,05/01,Sacramento,organic,2016
2.01,04/24,Sacramento,organic,2016
1.95,04/17,Sacramento,organic,2016
2.05,04/10,Sacramento,organic,2016
2.03,04/03,Sacramento,organic,2016
2.07,03/27,Sacramento,organic,2016
